pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,4/16/2022,92.9,-1.72,6.01,"Blackburn, Paul",666971,621112,,called_strike,,,,,4,Lourdes Gurriel Jr.  flies out to right fielder Drew Jackson.,R,R,R,TOR,OAK,S,,,1,0,2022,-1.29,0.7,-0.34,2.61,,,665489,1,1,Bot,,,,,669221,,,6.330246632,-135.118825,-4.462943284,-17.23283339,28.99624735,-22.85996016,3.37,1.6,,,,92.8,1971,6.2,661759,621112,669221,542194,641914,675656,462101,640461,665506,623515,54.29,,,,,,,,7,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,211,-0.034,-0.058
SI,4/16/2022,92.7,-1.67,6.01,"Blackburn, Paul",666971,621112,field_out,hit_into_play,,,,,6,Lourdes Gurriel Jr.  flies out to right fielder Drew Jackson.,R,R,R,TOR,OAK,X,9,fly_ball,1,1,2022,-1.27,0.64,0.55,2.86,,,,2,1,Bot,207.1,90.01,,,669221,,,8.450977011,-134.6830622,-3.653419371,-17.27971621,28.67168611,-23.75505142,3.55,1.63,335,97.4,27,92.7,1979,6.3,661759,621112,669221,542194,641914,675656,462101,640461,665506,623515,54.19,0.34,0.545,0,1,0,0,5,7,3,Sinker,1,0,1,0,0,1,1,0,Standard,Strategic,219,-0.009,-0.093
CU,4/16/2022,68.5,2,6.36,"Ryu, Hyun Jin",669221,547943,,ball,,,,,12,Sean Murphy doubles (4) on a line drive to left fielder Lourdes Gurriel Jr.,R,R,L,TOR,OAK,B,,,0,0,2022,-1.24,-1.01,0.2,3.67,,,,0,2,Top,,,,,672386,,,-1.381615904,-99.47865665,4.526101313,-7.893464909,18.61362922,-39.90732564,3.4,1.54,,,,67.7,2379,6.2,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,54.34,,,,,,,,8,1,Curveball,1,0,0,1,0,1,0,1,Infield shift,Standard,321,0,0.033
CH,4/16/2022,78.3,2.16,6.02,"Ryu, Hyun Jin",669221,547943,double,hit_into_play,,,,,6,Sean Murphy doubles (4) on a line drive to left fielder Lourdes Gurriel Jr.,R,R,L,TOR,OAK,X,7,line_drive,1,0,2022,1.25,0.84,0.46,2.44,,,,0,2,Top,43.96,119.85,,,672386,,,-5.996816096,-113.8949108,-2.38067441,12.01427946,22.56153069,-24.63336323,3.49,1.6,198,86.9,17,78.4,1508,6.6,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.95,0.914,0.884,1.25,1,1,1,4,8,2,Changeup,1,0,0,1,0,1,0,1,Infield shift,Standard,120,-0.066,0.6
CU,4/16/2022,69.9,2.17,6.32,"Ryu, Hyun Jin",641914,547943,single,hit_into_play,,,,,1,Sheldon Neuse singles on a ground ball to right fielder Raimel Tapia.   Sean Murphy scores.    Sheldon Neuse to 2nd.,R,R,L,TOR,OAK,X,9,ground_ball,0,0,2022,-1.1,-1.11,-0.53,2.87,,669221,,0,2,Top,176.28,117.83,,,672386,,,-3.376979848,-101.5432586,3.019256116,-6.880876388,19.48108476,-40.61508958,3.37,1.53,7,93,-23,69.2,2472,6.2,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,54.25,0.089,0.08,0.9,1,1,0,2,9,1,Curveball,1,0,0,1,1,1,1,1,Infield shift,Strategic,320,-0.106,0.654
CH,4/16/2022,79.1,2.38,5.95,"Ryu, Hyun Jin",675656,547943,,foul_bunt,,,,,3,Kevin Smith doubles (2) on a sharp fly ball to left fielder Lourdes Gurriel Jr.  Sheldon Neuse scores.,R,R,L,TOR,OAK,S,,,0,0,2022,1.17,1.11,0.3,2.82,,641914,,0,2,Top,,,,,672386,,,-6.746269536,-115.0404402,-2.097791891,11.6356585,21.53973942,-22.10590558,3.37,1.53,3,,,79.4,1727,6.5,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.97,,,,,,,,10,1,Changeup,1,1,1,1,1,1,1,1,Infield shift,Standard,124,0,-0.056
CH,4/16/2022,79.6,2.35,5.95,"Ryu, Hyun Jin",675656,547943,,blocked_ball,,,,,14,Kevin Smith doubles (2) on a sharp fly ball to left fielder Lourdes Gurriel Jr.  Sheldon Neuse scores.,R,R,L,TOR,OAK,B,,,0,1,2022,1.34,0.62,0.09,0.48,,641914,,0,2,Top,,,,,672386,,,-7.507624532,-115.5891406,-6.407103587,13.43385469,22.62298407,-25.54292869,3.43,1.57,,,,79.9,1404,6.7,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.81,,,,,,,,10,2,Changeup,1,1,1,1,1,1,1,1,Infield shift,Strategic,124,0,0.047
FC,4/16/2022,84.6,2.03,6.14,"Ryu, Hyun Jin",675656,547943,,foul,,,,,13,Kevin Smith doubles (2) on a sharp fly ball to left fielder Lourdes Gurriel Jr.  Sheldon Neuse scores.,R,R,L,TOR,OAK,S,,,1,1,2022,0.21,1.05,-1.18,2.21,,641914,,0,2,Top,,,,,672386,,,-7.909827498,-122.9757078,-4.962231299,3.545741571,21.99290178,-20.7042794,3.37,1.53,6,76,-20,85.2,1928,6.5,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.98,,,,,,,,10,3,Cutter,1,1,1,1,1,1,1,1,Infield shift,Standard,151,0,-0.09
FF,4/16/2022,88.3,2.15,6.04,"Ryu, Hyun Jin",675656,547943,double,hit_into_play,,,,,2,Kevin Smith doubles (2) on a sharp fly ball to left fielder Lourdes Gurriel Jr.  Sheldon Neuse scores.,R,R,L,TOR,OAK,X,7,fly_ball,1,2,2022,1.05,1.12,-0.05,3.1,,641914,,0,2,Top,82.96,44.45,,,672386,,,-7.587293329,-128.2426235,-3.319345212,13.23415144,29.69622903,-19.41020614,3.37,1.53,396,106.2,23,88.3,2056,6.7,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.84,0.866,1.574,1.25,1,1,1,6,10,4,4-Seam Fastball,1,1,1,1,2,1,2,1,Infield shift,Standard,134,-0.101,1.081
FF,4/16/2022,88,2.13,6.07,"Ryu, Hyun Jin",542194,547943,,ball,,,,,12,Christian Bethancourt hits a ground-rule double (1) on a line drive down the right-field line.   Kevin Smith scores.,R,R,L,TOR,OAK,B,,,0,0,2022,0.9,1.5,0.97,2.83,,675656,,0,2,Top,,,,,672386,,,-4.688912617,-127.9758026,-4.860048524,10.82454775,27.19300771,-14.94461129,3.7,1.79,,,,88.3,2015,6.6,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.94,,,,,,,,11,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,135,0,0.055
FC,4/16/2022,84.5,2.11,6.13,"Ryu, Hyun Jin",542194,547943,,swinging_strike,,,,,13,Christian Bethancourt hits a ground-rule double (1) on a line drive down the right-field line.   Kevin Smith scores.,R,R,L,TOR,OAK,S,,,1,0,2022,-0.3,0.85,-1.19,1.95,,675656,,0,2,Top,,,,,672386,,,-7.125721466,-122.8715847,-5.065766609,-1.618616176,24.70967637,-22.76762019,3.49,1.6,,,,84.8,2052,6.5,661759,547943,672386,665489,669289,656305,666182,666971,605548,606132,53.96,,,,,,,,11,2,Cutter,1,2,2,1,2,1,2,1,Infield shift,Strategic,158,0,-0.063
