pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,9/16/2022,92.3,-1.19,5.95,"Houser, Adrian",665828,605288,,ball,,,,,12,Oswaldo Cabrera walks.,R,L,R,MIL,NYY,B,,,1,0,2022,-0.74,1.34,1.39,2.92,650402,,,2,1,Top,,,,,553882,,,8.234786022,-134.1819595,-4.829556683,-10.6918092,29.22903977,-15.10186327,3.25,1.56,,,,92.9,2164,6.7,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.81,,,,,,,,5,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,225,0,0.043
SI,9/16/2022,92.3,-1.49,5.8,"Houser, Adrian",665828,605288,,ball,,,,,13,Oswaldo Cabrera walks.,R,L,R,MIL,NYY,B,,,2,0,2022,-1.24,0.66,-1.03,1.25,650402,,,2,1,Top,,,,,553882,,,3.87930236,-134.2459515,-7.212274076,-15.78488339,28.65333307,-22.84748158,3.22,1.51,,,,92.7,2038,6.5,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.95,,,,,,,,5,3,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,232,0,0.05
SI,9/16/2022,92.2,-1.5,5.79,"Houser, Adrian",665828,605288,,foul,,,,,7,Oswaldo Cabrera walks.,R,L,R,MIL,NYY,S,,,3,0,2022,-1.24,0.65,-0.5,1.94,650402,,,2,1,Top,,,,,553882,,,5.256903618,-134.2052637,-5.379750103,-16.13100785,28.82332381,-23.38755492,3.24,1.51,189,75,20,92.7,2032,6.6,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.95,,,,,,,,5,4,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,232,0,-0.042
SI,9/16/2022,93.2,-1.47,5.76,"Houser, Adrian",665828,605288,walk,ball,,,,,13,Oswaldo Cabrera walks.,R,L,R,MIL,NYY,B,,,3,1,2022,-1.58,0.5,0,0.89,650402,,,2,1,Top,,,,,553882,,,7.274476764,-135.3564264,-7.817947364,-21.02846469,31.8643281,-24.44769629,3.16,1.5,,,,93.2,2028,6.6,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.91,,,0.7,1,0,0,,5,5,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,232,-0.01,0.077
FF,9/16/2022,92.3,-1.03,6.01,"Houser, Adrian",643396,605288,,ball,,,,,14,Isiah Kiner-Falefa singles on a ground ball to right fielder Hunter Renfroe.   Gleyber Torres scores.    Oswaldo Cabrera to 3rd.,R,R,R,MIL,NYY,B,,,0,0,2022,-0.92,1.34,1.78,2.19,650402,,665828,2,1,Top,,,,,553882,,,9.203336716,-133.9590987,-6.813711962,-13.151089,29.99121289,-14.64768427,3.12,1.45,,,,92.6,2208,6.7,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.82,,,,,,,,6,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,228,0,0.064
SI,9/16/2022,92.3,-1.41,5.79,"Houser, Adrian",643396,605288,,called_strike,,,,,8,Isiah Kiner-Falefa singles on a ground ball to right fielder Hunter Renfroe.   Gleyber Torres scores.    Oswaldo Cabrera to 3rd.,R,R,R,MIL,NYY,S,,,1,0,2022,-1.42,0.64,0,1.91,650402,,665828,2,1,Top,,,,,553882,,,6.723724524,-134.1661082,-5.413842948,-18.63611284,29.89947183,-23.49848553,3.05,1.46,,,,92.6,2049,6.6,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.89,,,,,,,,6,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,227,0,-0.091
SL,9/16/2022,86.5,-1.31,5.85,"Houser, Adrian",643396,605288,,called_strike,,,,,12,Isiah Kiner-Falefa singles on a ground ball to right fielder Hunter Renfroe.   Gleyber Torres scores.    Oswaldo Cabrera to 3rd.,R,R,R,MIL,NYY,S,,,1,1,2022,0.03,0.38,1.08,2.56,650402,,665828,2,1,Top,,,,,553882,,,5.661717971,-125.8375259,-2.397386108,-0.81767618,26.21329734,-27.82135591,2.92,1.3,,,,86.9,2264,6.6,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.86,,,,,,,,6,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,149,0,-0.108
SI,9/16/2022,92.5,-1.48,5.71,"Houser, Adrian",643396,605288,single,hit_into_play,,,,,7,Isiah Kiner-Falefa singles on a ground ball to right fielder Hunter Renfroe.   Gleyber Torres scores.    Oswaldo Cabrera to 3rd.,R,R,R,MIL,NYY,X,9,ground_ball,1,2,2022,-1.48,0.54,-0.65,1.44,650402,,665828,2,1,Top,170,105,,,553882,,,5.393977264,-134.5193982,-6.254712353,-19.15425275,29.02837282,-24.50668165,3.03,1.37,25,92.2,-2,93,2010,6.6,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.88,0.274,0.258,0.9,1,1,0,2,6,4,Sinker,0,1,1,0,2,0,2,0,Standard,Standard,230,-0.093,1.142
SI,9/16/2022,92.2,-1.36,5.82,"Houser, Adrian",503556,605288,,ball,,,,,13,Marwin Gonzalez singles on a sharp ground ball to center fielder Garrett Mitchell.   Oswaldo Cabrera scores.    Isiah Kiner-Falefa to 2nd.,R,L,R,MIL,NYY,B,,,0,0,2022,-1.49,0.51,-0.24,1.22,665828,,643396,2,1,Top,,,,,553882,,,6.14111751,-134.0782375,-7.042515441,-19.2828766,28.09407939,-24.67681442,3.51,1.66,,,,93,2000,6.8,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,53.74,,,,,,,,7,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,233,0,0.064
SI,9/16/2022,91.9,-1.45,5.78,"Houser, Adrian",503556,605288,single,hit_into_play,,,,,13,Marwin Gonzalez singles on a sharp ground ball to center fielder Garrett Mitchell.   Oswaldo Cabrera scores.    Isiah Kiner-Falefa to 2nd.,R,L,R,MIL,NYY,X,8,ground_ball,1,0,2022,-1.5,0.55,-0.92,2.22,665828,,643396,2,1,Top,142,86,,,553882,,,4.619120209,-133.814889,-4.413655251,-19.05050542,28.57447951,-24.77234519,3.51,1.67,59,100.3,2,92.4,1967,6.5,661164,605288,553882,642133,543939,607054,642715,592885,669003,592669,54,0.443,0.399,0.9,1,1,0,4,7,2,Sinker,0,2,2,0,3,0,3,0,Standard,Standard,233,-0.076,0.943
