pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,4/20/2022,88.7,-2.4,6.54,"Mikolas, Miles",624585,571945,,ball,,,,,14,Jorge Soler strikes out swinging.,R,R,R,MIA,STL,B,,,0,1,2022,0.26,0.44,0.93,1.03,,,,0,1,Bot,,,,,425877,,,7.636880658,-128.9098973,-8.405227656,1.47894381,23.84396495,-25.84956416,3.46,1.74,,,,89.6,2514,6.7,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.85,,,,,,,,6,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,197,0,0.025
SL,4/20/2022,84.3,-1.98,6.73,"Gallegos, Giovanny",607732,606149,,swinging_strike,,,,,14,Jacob Stallings strikes out on a foul tip.,R,R,R,MIA,STL,S,,,0,1,2022,0.16,0.12,0.93,0.93,,541645,605119,1,9,Bot,,,,,425877,,,6.348240485,-122.5452378,-7.258704879,0.338785581,24.79338924,-29.66662944,3.24,1.6,,,,83.2,2376,5.7,661404,606149,425877,502671,669242,571448,657557,641933,664056,663457,54.8,,,,,,,,67,2,Slider,0,2,0,2,2,0,0,2,Standard,Standard,356,0,-0.094
FF,4/20/2022,97.6,-2.25,6.17,"Alcantara, Sandy",669242,645261,,ball,,,,,14,"Tommy Edman singles on a ground ball to second baseman Jazz Chisholm Jr.  Tommy Edman to 2nd.  Tommy Edman advances to 2nd, on a throwing error by second baseman Jazz Chisholm Jr.",R,L,R,MIA,STL,B,,,0,1,2022,-0.93,1.24,0.92,1.77,,,,0,1,Top,,,,,607732,,,10.53365018,-141.6165622,-9.102879583,-14.81668698,31.25348023,-13.57323271,3.13,1.47,,,,96.9,2174,5.9,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.55,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,232,0,0.025
SL,4/20/2022,85.7,-2.01,6.55,"Mikolas, Miles",624585,571945,field_out,hit_into_play,,,,,14,Jorge Soler pops out to first baseman Paul Goldschmidt in foul territory.,R,R,R,MIA,STL,X,3,popup,3,2,2022,0.37,0.26,0.91,2.06,,,500743,2,5,Bot,164.69,181.71,,,425877,,,6.166050524,-124.7144405,-4.898306974,2.589287195,24.89434068,-28.62990808,3.63,1.74,140,82,66,86,2276,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.01,0.006,0.006,0,1,0,0,3,38,6,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,134,-0.031,-0.257
SL,4/20/2022,88.4,-2.07,6.54,"Mikolas, Miles",621563,571945,,ball,,,,,14,"Joey Wendle grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIA,STL,B,,,1,0,2022,0.39,0.46,0.9,2.23,,,,2,2,Bot,,,,,425877,,,6.476224438,-128.6755122,-5.499974583,3.19926428,24.05255693,-26.12703072,3.27,1.51,,,,89.5,2420,6.7,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.79,,,,,,,,14,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,200,0,0.023
SI,4/20/2022,92.8,-2.16,6.41,"Mikolas, Miles",607732,571945,field_out,hit_into_play,,,,,12,"Jacob Stallings grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,X,6,ground_ball,2,2,2022,-0.95,1.09,0.9,2.52,,,,0,3,Bot,115.63,160.51,,,425877,,,9.953712092,-134.6960888,-6.559481484,-13.76983615,28.89636477,-17.58265875,3.24,1.6,5,80.3,-28,93,2224,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.96,0.057,0.063,0,1,0,0,2,19,7,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,212,-0.025,-0.195
SI,4/20/2022,95.2,-2.1,6.36,"Mikolas, Miles",643265,571945,strikeout,called_strike,,,,,14,Garrett Cooper called out on strikes.,R,R,R,MIA,STL,S,2,,2,2,2022,-1.44,1.01,0.89,2.01,,,,0,4,Bot,,,,,425877,,,11.07862666,-137.8846125,-7.958495678,-20.93630736,33.91961307,-17.5237948,3.46,1.76,,,,94.8,2320,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.97,,,0,1,0,0,,26,5,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,212,-0.027,-0.195
CH,4/20/2022,92,-1.93,6.18,"Alcantara, Sandy",663457,645261,,ball,,,,,14,Lars Nootbaar strikes out swinging.,R,L,R,MIA,STL,B,,,1,1,2022,-1.37,0.2,0.89,0.53,,,,1,7,Top,,,,,607732,,,9.92812401,-133.3587724,-8.72575118,-18.44639119,29.07294998,-28.00491639,3.2,1.48,,,,90.3,2141,5.5,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,55.01,,,,,,,,47,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,234,0,0.033
SL,4/20/2022,82.7,-1.56,5.49,"Bender, Anthony",502671,669622,,ball,,,,,14,Paul Goldschmidt strikes out swinging.,R,R,R,MIA,STL,B,,,0,2,2022,1.05,-0.37,0.89,2.43,,,,0,9,Top,,,,,607732,,,3.513451451,-120.4553918,0.255360775,9.45704223,24.93367938,-36.06617823,3.32,1.63,,,,82.1,2603,6,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.53,,,,,,,,59,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,68,0,0.017
SL,4/20/2022,82.7,-1.49,5.6,"Bender, Anthony",641933,669622,,ball,,,,,12,Tyler O'Neill walks.,R,R,R,MIA,STL,B,,,1,2,2022,1.02,-0.04,0.89,3.34,,,,1,9,Top,,,,,607732,,,3.414414953,-120.3899654,1.388761917,9.269098006,22.7359946,-33.05680667,3.23,1.53,,,,82.3,2475,6,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.55,,,,,,,,60,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,65,0,0.023
SL,4/20/2022,90.3,-2.22,6.61,"Mikolas, Miles",660821,571945,,foul,,,,,12,"Jesus Sanchez grounds out, pitcher Miles Mikolas to second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIA,STL,S,,,0,0,2022,0.47,1.01,0.87,3.46,,,,2,1,Bot,,,,,425877,,,6.68566628,-131.3488766,-4.062668172,4.046851493,27.25429342,-19.78196655,3.31,1.59,,,,90.4,2414,6.3,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.16,,,,,,,,8,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,199,0,-0.017
FF,4/20/2022,94.3,-1.91,5.63,"Pallante, Andre",500743,669467,,ball,,,,,14,"Miguel Rojas grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,B,,,1,1,2022,-0.08,0.75,0.86,0.52,,,,2,7,Bot,,,,,425877,,,7.434744566,-136.8885589,-9.301807774,-2.724192052,30.91534188,-20.82846805,3.28,1.69,,,,94.9,2195,6.8,661404,669467,425877,502671,669242,571448,657557,641933,664056,663457,53.65,,,,,,,,51,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195,0,0.021
SL,4/20/2022,87.9,-2.19,6.48,"Mikolas, Miles",500743,571945,,foul,,,,,12,"Miguel Rojas grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,S,,,0,1,2022,0.4,-0.14,0.85,2.5,,,,1,3,Bot,,,,,425877,,,6.560905157,-127.9838232,-3.286389625,3.123661474,25.37960367,-33.2065483,3.2,1.55,189,68,36,88.4,2371,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.03,,,,,,,,20,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,134,0,-0.031
SL,4/20/2022,88.9,-2.32,6.09,"Alcantara, Sandy",502671,645261,,swinging_strike,,,,,9,Paul Goldschmidt walks.,R,R,R,MIA,STL,S,,,0,0,2022,-0.07,0.2,0.83,1.5,,669242,,0,1,Top,,,,,607732,,,7.857720731,-129.1840122,-5.599247415,-2.504803295,27.85542963,-28.86859676,3.42,1.62,,,,88.5,2120,6.2,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.28,,,,,,,,2,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,222,0,-0.056
SL,4/20/2022,88.2,-2.22,6.53,"Mikolas, Miles",542583,571945,field_out,hit_into_play,,,,,14,"Jesus Aguilar grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,X,6,ground_ball,1,1,2022,0.33,0.19,0.83,1.39,,,,0,2,Bot,111.39,152.03,,,425877,,,6.731348656,-128.1476318,-6.771057635,2.245865191,27.31043016,-28.87706163,3.66,1.73,99,79.5,6,88.3,2483,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.02,0.303,0.273,0,1,0,0,2,12,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,177,-0.023,-0.212
FF,4/20/2022,97,-2.11,6.11,"Alcantara, Sandy",502671,645261,,called_strike,,,,,9,Paul Goldschmidt walks.,R,R,R,MIA,STL,S,,,1,1,2022,-1.07,1.13,0.82,1.71,,669242,,0,1,Top,,,,,607732,,,10.16705046,-140.7261588,-8.733082867,-16.50533704,31.09765786,-15.27199315,3.42,1.62,,,,96.1,2131,5.9,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.63,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,235,0,-0.09
SL,4/20/2022,89.5,-2.22,6.07,"Alcantara, Sandy",502671,645261,,ball,,,,,14,Paul Goldschmidt walks.,R,R,R,MIA,STL,B,,,2,2,2022,-0.31,0.26,0.82,1.33,,669242,,0,1,Top,,,,,607732,,,8.105683346,-130.0342736,-6.177290182,-5.241426753,28.71901344,-27.99230142,3.31,1.63,,,,88.8,2271,6,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.47,,,,,,,,2,6,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,203,0,0.107
FF,4/20/2022,98.7,-2.24,5.96,"Alcantara, Sandy",425877,645261,,ball,,,,,14,"Yadier Molina grounds out, third baseman Joey Wendle to first baseman Jesus Aguilar.",R,R,R,MIA,STL,B,,,0,0,2022,-0.96,1.38,0.82,1.36,,,,2,2,Top,,,,,607732,,,10.4841007,-142.9855528,-10.17323216,-15.61132994,34.70928509,-10.86155046,3.38,1.59,,,,97.7,2346,6.1,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.38,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,235,0,0.015
SL,4/20/2022,88.4,-1.88,6.49,"Mikolas, Miles",542583,571945,single,hit_into_play,,,,,3,Jesus Aguilar singles on a sharp line drive to center fielder Harrison Bader.   Jesus Sanchez to 2nd.,R,R,R,MIA,STL,X,8,line_drive,2,2,2022,0.63,0.64,0.81,3.17,,,660821,1,4,Bot,113.21,95.7,,,425877,,,5.272669681,-128.7624703,-3.381765186,5.925433206,25.94971704,-24.57086586,3.66,1.73,287,102.2,14,88.9,2383,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.02,0.754,0.778,0.9,1,1,0,4,28,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,176,0.042,0.512
FF,4/20/2022,96.6,0.63,6.08,"Cabrera, Génesis",643265,650893,walk,ball,,,,,12,Garrett Cooper walks.,R,R,L,MIA,STL,B,,,3,2,2022,0.65,1.44,0.81,3.72,,,,2,8,Bot,,,,,425877,,,-1.016843059,-140.6693977,-4.010658398,8.87334794,33.15866218,-12.4255881,3.4,1.74,,,,97.1,2132,6.6,661404,650893,425877,502671,669242,571448,657557,641933,664056,663457,53.9,,,0.7,1,0,0,,57,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,151,0.025,0.101
SL,4/20/2022,86.5,-1.87,6.57,"Mikolas, Miles",624585,571945,,called_strike,,,,,9,Jorge Soler pops out to first baseman Paul Goldschmidt in foul territory.,R,R,R,MIA,STL,S,,,1,0,2022,0.31,0.35,0.8,1.91,,,500743,2,5,Bot,,,,,425877,,,5.74019122,-125.8818239,-5.646077331,2.146565145,24.6707964,-27.54004536,3.34,1.72,,,,86.7,2373,6.3,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.15,,,,,,,,38,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,162,0,-0.041
FF,4/20/2022,97.5,0.84,6.19,"Cabrera, Génesis",643265,650893,,ball,,,,,3,Garrett Cooper walks.,R,R,L,MIA,STL,B,,,0,0,2022,0.66,1.62,0.78,3.5,,,,2,8,Bot,,,,,425877,,,-1.649526069,-141.9323473,-5.391841426,9.261328662,34.93943749,-9.29372481,3.41,1.78,,,,96.8,2352,6.1,661404,650893,425877,502671,669242,571448,657557,641933,664056,663457,54.45,,,,,,,,57,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,0,0.015
CU,4/20/2022,75.8,-2.08,6.54,"Mikolas, Miles",621563,571945,,ball,,,,,9,"Joey Wendle grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIA,STL,B,,,0,0,2022,0.87,-1.45,0.77,1.39,,,,2,2,Bot,,,,,425877,,,4.405822938,-110.2837853,-0.951608677,6.121981158,23.02073202,-43.86974746,3.22,1.5,,,,75.6,2632,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.97,,,,,,,,14,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,30,0,0.015
FF,4/20/2022,98.3,-2.13,6.17,"Alcantara, Sandy",641933,645261,,ball,,,,,6,Tyler O'Neill flies out to right fielder Avisail Garcia.   Tommy Edman to 3rd.,R,R,R,MIA,STL,B,,,0,2,2022,-0.97,1.28,0.76,2.41,,669242,502671,0,1,Top,,,,,607732,,,10.0052716,-142.6206764,-7.636635974,-15.53976978,32.82346396,-13.00568816,3.31,1.57,,,,97.7,2192,6.1,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.37,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,228,0,0.031
SL,4/20/2022,87.9,-2.16,6.47,"Mikolas, Miles",607732,571945,,foul,,,,,6,"Jacob Stallings grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,S,,,2,2,2022,0.32,0.22,0.76,2.59,,,,0,3,Bot,,,,,425877,,,6.420789662,-127.9485559,-3.801226418,2.330536287,24.90903658,-29.23038115,3.24,1.6,1,80.7,-69,88.4,2380,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.02,,,,,,,,19,6,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,109,0,0
FF,4/20/2022,92.7,-1.99,6.47,"Mikolas, Miles",607732,571945,,called_strike,,,,,3,"Jacob Stallings lines out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,S,,,1,0,2022,-0.24,1.18,0.73,3.11,,,,0,5,Bot,,,,,425877,,,7.494449334,-134.7813008,-5.384567997,-4.54777343,29.20521848,-16.78353573,3.14,1.68,,,,93,2233,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,53.98,,,,,,,,35,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,215,0,-0.043
FF,4/20/2022,97.1,-2.34,5.95,"Alcantara, Sandy",664056,645261,field_out,hit_into_play,,,,,3,Harrison Bader flies out to right fielder Avisail Garcia.,R,R,R,MIA,STL,X,9,fly_ball,0,1,2022,-0.88,1.01,0.71,2.69,,,,0,3,Top,185.17,70.74,,,607732,,,10.10274334,-141.0078886,-5.446701755,-13.98441416,32.2239221,-17.66014962,3.07,1.48,348,95.6,26,96.4,2121,6,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.47,0.254,0.347,0,1,0,0,5,15,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,234,0.025,-0.187
SL,4/20/2022,83.2,-1.44,5.67,"Bender, Anthony",641933,669622,,ball,,,,,14,Tyler O'Neill walks.,R,R,R,MIA,STL,B,,,2,2,2022,0.93,-0.13,0.71,1.35,,,,1,9,Top,,,,,607732,,,3.079775926,-121.2471367,-3.198288012,8.602389886,23.37675752,-33.06788485,3.26,1.57,,,,82.8,2424,5.9,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.6,,,,,,,,60,5,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,59,0,0.073
SL,4/20/2022,84.8,-1.69,6.72,"Gallegos, Giovanny",542583,606149,,foul,,,,,9,Jesus Aguilar strikes out swinging.,R,R,R,MIA,STL,S,,,0,2,2022,-0.02,0.05,0.71,2.18,,,,0,9,Bot,,,,,425877,,,5.579026201,-123.3440996,-4.255741863,-1.381354362,27.05492372,-30.99190605,3.66,1.73,157,59.8,49,83.3,2275,5.6,661404,606149,425877,502671,669242,571448,657557,641933,664056,663457,54.93,,,,,,,,64,3,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,357,0,0
SL,4/20/2022,89.5,-1.98,6.51,"Mikolas, Miles",665862,571945,single,hit_into_play,,,,,6,Jazz Chisholm Jr.  singles on a ground ball to center fielder Harrison Bader.,R,L,R,MIA,STL,X,8,ground_ball,0,1,2022,0.36,0.54,0.69,2.35,,,,2,3,Bot,118.46,99.4,,,425877,,,5.848891794,-130.191162,-5.442848488,2.85918639,26.51361616,-25.06681429,3.57,1.67,118,77.3,10,89.9,2338,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.02,0.323,0.291,0.9,1,1,0,4,21,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,199,0.014,0.134
CH,4/20/2022,93.5,-2.01,6.16,"Alcantara, Sandy",669242,645261,,ball,,,,,9,"Tommy Edman grounds into a double play, second baseman Jazz Chisholm Jr.  to shortstop Miguel Rojas to first baseman Jesus Aguilar.   Yadier Molina out at 2nd.    Tommy Edman out at 1st.",R,L,R,MIA,STL,B,,,1,2,2022,-1.3,0.04,0.68,1.49,,,425877,1,8,Top,,,,,607732,,,9.696165108,-135.734777,-6.290394528,-18.21208396,30.91910884,-30.45636016,3.09,1.37,,,,92.6,1822,6,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.53,,,,,,,,54,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,240,0,0.057
FF,4/20/2022,97.3,-2.07,6.07,"Alcantara, Sandy",669242,645261,,ball,,,,,12,"Tommy Edman grounds into a double play, second baseman Jazz Chisholm Jr.  to shortstop Miguel Rojas to first baseman Jesus Aguilar.   Yadier Molina out at 2nd.    Tommy Edman out at 1st.",R,L,R,MIA,STL,B,,,0,0,2022,-0.78,1.06,0.67,3.74,,,425877,1,8,Top,,,,,607732,,,8.98752017,-141.3756356,-3.087549611,-12.57071627,33.95641816,-17.42318744,3.17,1.41,,,,95.8,1924,5.6,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.89,,,,,,,,54,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,238,0,0.042
FF,4/20/2022,97.7,-2.16,5.92,"Alcantara, Sandy",502671,645261,,ball,,,,,9,Paul Goldschmidt pops out softly to pitcher Sandy Alcantara.,R,R,R,MIA,STL,B,,,0,1,2022,-0.91,1.07,0.66,1.57,,,,0,6,Top,,,,,607732,,,9.658956667,-141.7714703,-8.62894155,-14.46596744,32.7693203,-15.82358319,3.41,1.64,,,,97.4,2063,6.3,661404,645261,607732,542583,665862,621563,500743,624585,660821,541645,54.21,,,,,,,,39,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,236,0,0.025
SL,4/20/2022,88,-1.88,6.6,"Mikolas, Miles",624585,571945,,foul,,,,,6,Jorge Soler called out on strikes.,R,R,R,MIA,STL,S,,,0,1,2022,0.45,0.6,0.65,2.9,,,665862,2,3,Bot,,,,,425877,,,5.202126471,-128.0271889,-4.106016462,3.938708446,25.88091896,-24.98206678,3.63,1.74,122,73.8,10,88.1,2338,6.3,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.21,,,,,,,,22,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,173,0,-0.048
FF,4/20/2022,96.4,-2,5.69,"Pallante, Andre",607732,669467,,called_strike,,,,,9,Jacob Stallings called out on strikes.,R,R,R,MIA,STL,S,,,0,1,2022,-0.05,0.7,0.63,1.55,,,,1,7,Bot,,,,,425877,,,7.155782619,-140.0391051,-7.045466251,-2.355327124,33.1418427,-21.48680624,3.07,1.38,,,,97,2313,6.8,661404,669467,425877,502671,669242,571448,657557,641933,664056,663457,53.69,,,,,,,,50,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,192,0,-0.031
SI,4/20/2022,99.8,-1.2,6.05,"Bender, Anthony",663457,669622,strikeout,called_strike,,,,,6,Lars Nootbaar called out on strikes.,R,L,R,MIA,STL,S,2,,1,2,2022,-1.34,0.34,0.63,2.68,,,,2,9,Top,,,,,607732,,,8.123569087,-144.964908,-4.5840699,-20.9032264,37.95522943,-26.4019638,3.22,1.5,,,,98.5,2070,5.9,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.59,,,0,1,0,0,,63,4,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,229,0.003,-0.07
CU,4/20/2022,74.9,-2.04,6.64,"Mikolas, Miles",624585,571945,,called_strike,,,,,6,Jorge Soler strikes out swinging.,R,R,R,MIA,STL,S,,,0,0,2022,1.04,-1.31,0.62,2.95,,,,0,1,Bot,,,,,425877,,,3.656692332,-108.9226104,2.043497568,7.379612431,22.47579974,-43.17104245,3.53,1.81,,,,74.6,2618,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54,,,,,,,,6,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,31,0,-0.034
CU,4/20/2022,77,-2.08,6.58,"Mikolas, Miles",607732,571945,,ball,,,,,14,"Jacob Stallings grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,B,,,1,2,2022,0.66,-1.44,0.57,1.34,,,,0,3,Bot,,,,,425877,,,4.434988922,-111.8710215,-1.341928263,4.435618134,24.93450964,-43.9870058,3.15,1.53,,,,76.4,2705,6.5,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.04,,,,,,,,19,4,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,28,0,0.037
CU,4/20/2022,77,-1.74,6.55,"Mikolas, Miles",621563,571945,,foul,,,,,14,"Joey Wendle grounds into a force out, fielded by third baseman Nolan Arenado.   Jesus Sanchez out at 3rd.",R,L,R,MIA,STL,S,,,1,2,2022,0.92,-1.3,0.57,0.91,,660821,542583,2,4,Bot,,,,,425877,,,3.221672916,-112.0364834,-2.508398331,6.94822098,24.31390402,-42.62918772,3.29,1.55,5,78.4,-15,76,2673,6.1,661404,571945,425877,502671,669242,571448,657557,641933,664056,663457,54.44,,,,,,,,30,4,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,25,0,0
FF,4/20/2022,94.7,-2.1,5.62,"Pallante, Andre",500743,669467,field_out,hit_into_play,,,,,9,"Miguel Rojas grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",R,R,R,MIA,STL,X,6,ground_ball,3,1,2022,-0.29,0.62,0.57,1.89,,,,2,7,Bot,110.79,155.06,,,425877,,,7.682500202,-137.6747301,-5.490886551,-5.32821435,30.07701587,-23.29257757,3.2,1.55,3,77.1,-34,95.7,2074,6.9,661404,669467,425877,502671,669242,571448,657557,641933,664056,663457,53.61,0.066,0.059,0,1,0,0,2,51,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,192,-0.02,-0.153
SI,4/20/2022,98.9,-1.21,5.96,"Bender, Anthony",663457,669622,,called_strike,,,,,9,Lars Nootbaar called out on strikes.,R,L,R,MIA,STL,S,,,0,0,2022,-1.44,0.29,0.56,1.59,,,,2,9,Top,,,,,607732,,,8.109635334,-143.5844188,-6.978539742,-21.84743042,39.00544102,-26.56066479,3.26,1.47,,,,97.3,2075,5.9,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.59,,,,,,,,63,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,234,0,-0.017
SL,4/20/2022,85.2,-2.02,6.69,"Gallegos, Giovanny",541645,606149,single,hit_into_play,,,,,3,Avisail Garcia singles on a fly ball to center fielder Harrison Bader.,R,R,R,MIA,STL,X,8,fly_ball,0,0,2022,0.06,0.22,0.56,3.01,,,,1,9,Bot,114.48,87.85,,,425877,,,5.855056351,-123.9213705,-2.698652857,-0.668648344,26.55779152,-29.60014489,3.51,1.76,254,74.9,31,83.8,2503,5.6,661404,606149,425877,502671,669242,571448,657557,641933,664056,663457,54.92,0.369,0.348,0.9,1,1,0,3,65,1,Slider,0,2,0,2,2,0,0,2,Infield shift,Standard,206,0.06,0.262
SL,4/20/2022,86.2,-1.89,5.74,"Pallante, Andre",607732,669467,,called_strike,,,,,9,Jacob Stallings called out on strikes.,R,R,R,MIA,STL,S,,,0,0,2022,0.46,-0.57,0.55,1.77,,,,1,7,Bot,,,,,425877,,,4.909016532,-125.4232929,-2.008043867,3.767612181,26.75482176,-37.97967355,3.05,1.39,,,,86.8,2304,6.8,661404,669467,425877,502671,669242,571448,657557,641933,664056,663457,53.7,,,,,,,,50,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,68,0,-0.024
SL,4/20/2022,83.5,-1.49,5.58,"Bender, Anthony",502671,669622,,called_strike,,,,,6,Paul Goldschmidt strikes out swinging.,R,R,R,MIA,STL,S,,,0,1,2022,0.85,-0.58,0.54,2.2,,,,0,9,Top,,,,,607732,,,2.986805619,-121.5116872,-0.186874977,7.762100748,25.1188345,-38.05309386,3.34,1.59,,,,82.8,2409,5.9,661404,669622,607732,542583,665862,621563,500743,624585,660821,541645,54.56,,,,,,,,59,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,57,0,-0.046
SL,4/20/2022,85.7,-2.19,6.68,"Gallegos, Giovanny",500743,606149,force_out,hit_into_play,,,,,6,"Miguel Rojas grounds into a force out, third baseman Nolan Arenado to second baseman Tommy Edman.   Brian Anderson out at 2nd.",R,R,R,MIA,STL,X,5,ground_ball,1,0,2022,-0.12,0.25,0.53,2.37,,541645,605119,2,9,Bot,101.7,159.9,,,425877,,,6.579722466,-124.6080503,-4.368474254,-2.541735743,25.29665862,-28.84466176,3.2,1.55,52,83.6,2,84.8,2422,5.8,661404,606149,425877,502671,669242,571448,657557,641933,664056,663457,54.73,0.286,0.276,0,1,0,0,2,68,2,Slider,0,2,0,2,2,0,0,2,Standard,Standard,236,-0.09,-0.499
